productPK,reference,product,categoryFK
485,4435-collier-nacre,A-Collier Nacre,13
486,4429-boucles-poissons,A-Boucles Poissons,13
487,4428-collier-papillon,A-Collier Papillon,13
488,4427-collier-floral,A-Collier Floral,13
489,4423-bracelet-elephant,A-Bracelet Éléphant,13
490,4422-boucle-florale,A-Boucle Florale,13
491,4394-collier-ginkgo,A-Collier Ginkgo,13
492,4393-candy-farda,A-Candy Farda,13
493,4375-bijoux-chaltoutart,A-Bijoux Chaltoutart,13
494,4371-bracelet-etoile,A-Bracelet Étoile,13
495,4369-pendentif-tunisie,A-Pendentif Tunisie,13
496,4367-boucles-rondes,A-Boucles Rondes,13
497,4366-boucles-rectangulaires,A-Boucles Rectangulaires,13
498,4361-bracelet-serpent,A-Bracelet Serpent,13
499,4360-collier-rectangle,A-Collier Rectangle,13
500,4359-boucles-nacre,A-Boucles Nâcre,13
501,4327-bijoux-fianka,A-Bijoux Fianka,13
502,4276-boucles-khomsa,A-Boucles Khomsa,13
503,4264-creoles-personnalisees,A-Créoles Personnalisées,13
504,4245-collier-macrame,A-Collier Macramé,13
505,4218-boucles-africa,A-Boucles Africa,13
506,4204-boucles-d-oreille-ceramique,A-Boucles D'Oreille Ceramique,13
507,4198-collier-indien,A-Collier Indien,13
508,4189-boucles-taureau,A-Boucles Taureau,13
509,4188-parure-khomsa,A-Parure Khomsa,13
510,4149-boucles-dorees,A-Boucles Dorées,13
511,4141-bracelets-argent,A-Bracelets Argent,13
512,4140-boucles-d-oreille-cascades,A-Boucles D'Oreille Cascades,13
513,4139-collier-plume,A-Collier Plume,13
514,4108-bijoux-terre-cuite,A-Bijoux Terre Cuite,13
515,4085-collier-sejnene,A-Collier Sejnene,13
516,4035-parure-cerceau,A-Parure Cerceau,13
517,4034-manchette-personnalisable,A-Manchette Personnalisable,13
518,4033-kholkhal,A-Kholkhal,13
519,4032-broche-5-jeudis,A-Broche 5 Jeudis,13
520,4031-broche-oeil,A-Broche Oeil,13
521,4013-boucles-triangle,A-Boucles Triangle,13
522,4012-bracelet-croissant,A-Bracelet Croissant,13
523,3948-bague-verte,A-Bague Verte,13
524,3947-collier-translucide,A-Collier Translucide,13
525,3920-bracelet,A-Bracelet,13
526,3914-broche-tanit,A-Broche Tanit,13
527,3912-collier-grigri,A-Collier Grigri,13
528,3911-collier-ethnique,A-Collier Ethnique,13
529,3890-parure-bois,A-Parure Bois,13
530,3889-pendentif-bois,A-Pendentif Bois,13
531,3876-montre-bois,A-Montre Bois,13
532,3873-collier-filigrane,A-Collier Filigrane,13
533,3872-parure-perlee,A-Parure Perlée,13
534,3858-pendentif-papillon,A-Pendentif Papillon,13
535,3857-pendentif-fillette,A-Pendentif Fillette,13
536,3832-bracelet-argent,A-Bracelet Argent,13
537,3783-boucles-ambre,A-Boucles Ambre,13
538,3782-collier-rosace,A-Collier Rosace,13
539,3780-bracelet-boules,A-Bracelet Boules,13
540,3765-broche-hout-alik,A-Broche Hout Alik,13
541,3760-bracelet-en-cuivre,A-Bracelet En Cuivre,13
542,3759-collier-en-cuivre,A-Collier En Cuivre,13
543,3740-collier-gai,A-Collier Gai,13
544,3723-bague-nemli,A-Bague Nemli,13
545,3722-parure-poisson,A-Parure Poisson,13
546,3667-boucles-berberes,A-Boucles Berbères,13
547,3666-collier-berbere,A-Collier Berbère,13
548,3652-boucles-fimo,A-Boucles Fimo,13
549,3609-boucles-houta,A-Boucles Houta,13
550,3566-collier-bariole,A-Collier Bariolé,13
551,3565-collier-gamra,A-Collier Gamra,13
552,3564-creoles,A-Créoles,13
553,3547-bijoux-verre,A-Bijoux Verre,13
554,3493-collier-estival,A-Collier Estival,13
555,3438-collier-rihanna,A-Collier Rihanna,13
556,3437-bracelet-nemli,A-Bracelet Nemli,13
557,3436-collier-personnalise,A-Collier Personnalisé,13
558,3420-collier-style,A-Collier Stylé,13
559,3405-lunettes-rooya,A-Lunettes Rooya,13
560,3387-parure-cannette,A-Parure Cannette,13
561,3386-boucles-face,"A-Boucles ""Face""",13
562,3385-bracelet-chat,A-Bracelet Chat,13
563,3381-collier-double-cable,A-Collier Double Câble,13
564,3380-pendentif-figurine,A-Pendentif Figurine,13
565,3359-sautoir-anneaux,A-Sautoir Anneaux,13
566,3358-parure-chechia,A-Parure Chechia,13
567,3356-accessoires-cheveux,A-Accessoires Cheveux,13
568,3355-couronne,A-Couronne,13
569,3327-collier-anneaux,A-Collier Anneaux,13
570,3297-boucles-triangles,A-Boucles Triangles,13
571,3272-parure-poissons,A-Parure Poissons,13
572,3271-collier-papillon-rose,A-Collier Papillon Rose,13
573,3270-collier-tunisie,A-Collier Tunisie,13
574,3214-bracelet-lady,A-Bracelet Lady,13
575,3174-parure-rouge-orange,A-Parure Rouge Orange,13
576,3173-collier-onyx,A-Collier Onyx,13
577,3172-parure-bleue,A-Parure Bleue,13
578,3163-boucles-ciselees,A-Boucles Ciselées,13
579,3162-collier-zayna,A-Collier Zayna,13
580,3156-ras-du-cou,A-Ras Du Cou,13
581,3100-sac-bijoux,A-Sac Bijoux,13
582,3099-sac-oiseau,A-Sac Oiseau,13
583,3075-bracelet-soie,A-Bracelet Soie,13
584,3074-boucles-warka,A-Boucles Warka,13
585,3026-collier-boules-bois,A-Collier Boules Bois,13
586,3018-bracelet-khomsa,A-Bracelet Khomsa,13
587,2909-bracelet-tunisie,A-Bracelet Tunisie,13
588,2870-Bracelet_en_bouton,A-Bracelet En Bouton,13
589,2869-Bague_en_bouton,A-Bague En Bouton,13
590,2864-Bracelet_cuir_effet_croco,A-Bracelet Cuir Effet Croco,13
591,2863-Collier_sejnene_et_bois,A-Collier Sejnene Et Bois,13
592,2862-Echarpe_Collier_broche,A-Echarpe Collier Broche,13
593,2839-Parure_ambre,A-Parure Ambre,13
594,2837-Bracelet_quartz_argent,A-Bracelet Quartz Argent,13
595,2836-Bague_coquillage,A-Bague Coquillage,13
596,2835-Bracelet_agate,A-Bracelet Agate,13
597,2827-Collier_ethnic,A-Collier Ethnic,13
598,2820-Boucles_Poisson_Omrane,A-Boucles Poisson Omrane,13
599,2819-Parure_florale,A-Parure Florale,13
600,2808-Collier_medaillon_cisele,A-Collier Médaillon Ciselé,13
601,2806-Collier_cisele,A-Collier Ciselé,13
602,2787-Collier_calligraphie,A-Collier Calligraphié,13
603,2786-Collier_nacre_lac2,A-Collier Nacre Lac2,13
604,2785-Grand_bracelet_manchette,A-Grand Bracelet Manchette,13
605,2772-Parure_anneaux_dores,A-Parure Anneaux Dorés,13
606,2763-Collier_berbere_cuir,A-Collier Berbère Cuir,13
607,2739-Collier_bleu,A-Collier Bleu,13
608,2738-Collier_Mahboub,A-Collier Mahboub,13
609,2732-Boucles_fillette,A-Boucles Fillette,13
610,2731-Boucles_point_de_croix,A-Boucles Point De Croix,13
611,2730-Boucles_dream_catcher,A-Boucles Dream Catcher,13
612,2721-Porte_ecouteur,A-Porte Écouteur,13
613,2719-Choker_cuir_brillant,A-Choker Cuir Brillant,13
614,2718-Boucles_Bateau,A-Boucles Bateau,13
615,2695-Pendentif_stylise,A-Pendentif Stylisé,13
616,2673-Bracelet_ambre,A-Bracelet Ambre,13
617,2665-Bague_Ben_Youssef,A-Bague Ben Youssef,13
618,2549-collier-oeil,A-Collier Oeil,13
619,2548-bracelet-tresse,A-Bracelet Tressé,13
620,2547-collier-etoiles-lune,A-Collier Étoiles Lune,13
621,2527-collier-argent-massif,A-Collier Argent Massif,13
622,2526-boucles-anneaux,A-Boucles Anneaux,13
623,2525-bracelet-argent-925,A-Bracelet Argent 925,13
624,2501-bracelets-marsiens,A-Bracelets Marsiens,13
625,2500-bracelet-hommes,A-Bracelet Hommes,13
626,2483-bracelet-et-boucles-ciselees,A-Bracelet Et Boucles Ciselées,13
627,2482-bracelet-khlel,A-Bracelet Khlel,13
628,2481-porte-cle-argent,A-Porte-Clé Argent,13
629,2465-collier-agate-fartattou,A-Collier Agate Fartattou,13
630,2463-collier-emaillage,A-Collier Émaillage,13
631,2444-boucles-glam,A-Boucles Glam,13
632,2443-parure-orientale,A-Parure Orientale,13
633,2440-collier-fil-satin,A-Collier Fil Satin,13
634,2439-collier-agate-rouge,A-Collier Agate Rouge,13
635,2438-parure-ambre-jade,A-Parure Ambre Jade,13
636,2430-parure-perles-ibn-sina,A-Parure Perles Ibn Sina,13
637,2429-bracelet-style-zemni,A-Bracelet Style Zemni,13
638,2418-boucles-pompon-sousse,A-Boucles Pompon Sousse,13
639,2417-collier-anneaux-sousse,A-Collier Anneaux Sousse,13
640,2416-bracelet-stylise-kholkhal,A-Bracelet Stylisé Kholkhal,13
641,2381-bracelet-el-vetrina,A-Bracelet El Vetrina,13
642,2373-sautoir-argent-trempe-or,A-Sautoir Argent Trempé Or,13
643,2372-collier-fleur-argent-corail,A-Collier Fleur Argent Corail,13
644,2371-collier-corail-argent,A-Collier Corail Argent,13
645,2367-boucles-stylisees,A-Boucles Stylisées,13
646,2366-collier-serpent-tunis,A-Collier Serpent Tunis,13
647,2365-collier-pastel,A-Collier Pastel,13
648,2358-bracelet-attrape-reves,A-Bracelet Attrape-Rêves,13
649,2356-boucles-attrape-reve,A-Boucles Attrape-Rêve,13
650,2336-collier-anneaux-tunis,A-Collier Anneaux Tunis,13
651,2335-collier-lune,A-Collier Lune,13
652,2332-collier-multicolore-nbs,A-Collier Multicolore Nbs,13
653,2331-collier-perles-culture,A-Collier Perles Culture,13
654,2330-parure-en-perles,A-Parure En Perles,13
655,2329-bague-triangulaire,A-Bague Triangulaire,13
656,2328-pendentif-ebene-argent,A-Pendentif Ébène Argent,13
657,2325-parure-khomsa-et-ambre,A-Parure Khomsa Et Ambre,13
658,2324-bracelet-mahboub,A-Bracelet Mahboub,13
659,2320-collier-poisson-cuivre,A-Collier Poisson Cuivre,13
660,2304-boucles-filigrane,A-Boucles Filigrane,13
661,2303-collier-pierre-jaune,A-Collier Pierre Jaune,13
662,2302-collier-medaillon,A-Collier Médaillon,13
663,2301-parure-fantaisie,A-Parure Fantaisie,13
664,2300-collier-ras-du-cou-rouge,A-Collier Ras Du Cou Rouge,13
665,2256-bracelet-zemni,A-Bracelet Zemni,13
666,2255-parure-fatma,A-Parure Fatma,13
667,2237-parure-pompon-peche,A-Parure Pompon Pêche,13
668,2236-parure-tissu,A-Parure Tissu,13
669,2212-bracelet-o-plaisir,A-Bracelet O'Plaisir,13
670,2211-boucles-fleuries,A-Boucles Fleuries,13
671,2209-wechwech-o-plaisir,A-Wechwech O'Plaisir,13
672,2198-pendentif-bleu-ceramique,A-Pendentif Bleu Céramique,13
673,2197-bague-ceramique,A-Bague Céramique,13
674,2196-pendentif-ceramique,A-Pendentif Céramique,13
675,2176-bague-argent-cisele,A-Bague Argent Ciselé,13
676,2174-boucles-grenouille,A-Boucles Grenouille,13
677,2170-boucles-bordeau,A-Boucles Bordeau,13
678,2169-collier-vermillon,A-Collier Vermillon,13
679,2168-boucles-poisson,A-Boucles Poisson,13
680,2143-collier-triangle-pompon,A-Collier Triangle Pompon,13
681,2142-bracelet-manchette-cuivre,A-Bracelet Manchette Cuivre,13
682,2132-collier-et-boucles,A-Collier Et Boucles,13
683,2121-,A-Pendentif Incrusté Or,13
684,2120-,A-Boucles Argent Verre,13
685,2119-,A-Parure Argent Verre,13
686,2032-collier-ethno-chic,A-Collier Ethno Chic,13
687,2031-collier-bracelet-bleu,A-Collier Bracelet Bleu,13
688,2030-bracelet-homme-fait-main,A-Bracelet Homme Fait Main,13
689,1981-bracelet-corail-argent,A-Bracelet Corail Argent,13
690,1968-bracelet-calligraphie-art-cristo,A-Bracelet Calligraphié Art'Cristo,13
977,6051-maillot,A-Maillot,14
691,1967-fleur-ras-du-cou,A-Fleur Ras Du Cou,13
692,1957-bijoux-corail-agate,A-Bijoux Corail Agate,13
693,1956-collier-corail-40cm,A-Collier Corail 40cm,13
694,1955-collier-corail-4-rangees,A-Collier Corail 4 Rangées,13
695,1945-collier-pinky,A-Collier Pinky,13
696,1943-collier-rondeur,A-Collier Rondeur,13
697,1917-parure-ethnic-bleue,A-Parure Ethnic Bleue,13
698,1916-collier-ethnic-vert,A-Collier Ethnic Vert,13
699,1915-collier-ethnic-rouge,A-Collier Ethnic Rouge,13
700,1908-collier-poisson-ambre,A-Collier Poisson Ambre,13
701,1892-collier-khlel,A-Collier Khlel,13
702,1862-pendentif-zigzag,A-Pendentif Zigzag,13
703,1861-boucles-d-oreille-triangle,A-Boucles D'Oreille Triangle,13
704,1860-bague-ours,A-Bague Ours,13
705,1854-boucles-d-oreille-flower,A-Boucles D'Oreille Flower,13
706,1853-choker-flower,A-Choker Flower,13
707,1843-collier-grand-rond,A-Collier Grand Rond,13
708,1842-collier-turquoise-yakouta,A-Collier Turquoise Yakouta,13
709,1829-bracelet-personnalisable,A-Bracelet Personnalisable,13
710,1828-bague-sertie-ambre,A-Bague Sertie Ambre,13
711,1827-collier-ethnic-ambre,A-Collier Ethnic Ambre,13
712,1804-collier-motif-cuivre,A-Collier Motif Cuivre,13
713,1803-parure-ethnic,A-Parure Ethnic,13
714,1801-bracelets-chnechen,A-Bracelets Chnechen,13
715,1784-collier-lapin,A-Collier Chat,13
716,1746-collier-rose-degrade,A-Collier Rose Dégradé,13
717,1740-parure-rose-avec-bague,A-Parure Rose Avec Bague,13
718,1739-collier-bracelet-cuir-tresse,A-Collier Bracelet Cuir Tressé,13
719,1738-parure-et-pochette-dentelle-strass,A-Parure Et Pochette Dentelle Strass,13
720,1710-pendentif-poisson-stylise,A-Pendentif Poisson Stylisé,13
721,1709-choker-fleuri,A-Choker Fleuri,13
722,1708-collier-tribal,A-Collier Tribal,13
723,1702-bague-verre-de-murano,A-Bague Verre De Murano,13
724,1675-bague-ambre,A-Bague Ambre,13
725,1674-collier-ambre-corail,A-Collier Ambre Corail,13
726,1669-bague-en-bois-woodstone,A-Bague En Bois Woodstone,13
727,1668-bracelet-bois-marbre,A-Bracelet Bois Marbre,13
728,1640-collier-atika-turquoise,A-Collier Atika Turquoise,13
729,1639-bracelet-homme,A-Bracelet Homme,13
730,1638-manchette-atika,A-Manchette Atika,13
731,1631-porte-cles-berbere,A-Porte-Clés Berbère,13
732,1630-bague-ethno-chic,A-Bague Ethno Chic,13
733,1629-plastron-berbere,A-Plastron Berbère,13
734,1626-collier-tanit-mosaique,A-Collier Tanit Mosaïque,13
735,1595-montre-bois-d-olivier,A-Montre Bois D'Olivier,13
736,1589-broche-lettre,A-Broche Lettre,13
737,1588-manchette-arabesque,A-Manchette Arabesque,13
738,1571-bracelet-multicolore-mahboub,A-Bracelet Clé,13
739,1570-bague-en-argent,A-Bague En Argent,13
740,1562-bracelet-trio-cercles,A-Bague Longiligne Poisson,13
741,1561-bague-ronde,A-Bague Ronde,13
742,1560-kholkhal-epais,A-Kholkhal Epais,13
743,1544-bague-argent-fleur,A-Bague Argent Fleur,13
744,1543-collier-argent-corail-zemni,A-Collier Argent Corail Zemni,13
745,1542-collier-argent-turquoise,A-Collier Argent Turquoise,13
746,1524-pendentif-et-boucles-d-oreille-perles,A-Pendentif Et Boucles D'Oreille Perles,13
747,1523-collier-perles-argent,A-Collier Perles Argent,13
748,1506-bague-en-laiton,A-Bague En Laiton,13
749,1505-bracelet-manchette-stylise,A-Bracelet Manchette Stylisé,13
750,1504-collier-taureau-stylise,A-Collier Taureau Stylisé,13
751,1500-collier-corail-et-perles,A-Collier Corail Et Perles,13
752,1499-chapelet-perles-et-ambre,A-Chapelet Perles Et Ambre,13
753,1498-pendentif-et-boucles-d-oreille-ambre-corail,A-Pendentif Et Boucles D'Oreille Ambre Corail,13
754,1438-pendentif-corail-argent,A-Pendentif Corail Argent,13
755,1436-pendentif-ambre-denden,A-Pendentif Ambre Denden,13
756,1434-chapelet-ambre,A-Chapelet Ambre,13
757,1421-monture-miss-one,A-Monture Miss One,13
758,1403-bracelet-personnalise,A-Bracelet Personnalisé,13
759,1402-bague-deux-coeurs,A-Bague Deux Coeurs,13
760,1401-collier-rouge-khomsa,A-Collier Rouge Khomsa,13
761,1377-bijou-wasta,A-Bijou Wasta,13
762,1375-bijou-manchette,A-Bijou Manchette,13
763,1370-deblech,A-Deblech,13
764,1369-collier-wechwech,A-Collier Wechwech,13
765,1361-pendentif-traditionnel,A-Pendentif Traditionnel,13
766,1359-collier-double-khomsa,A-Collier Double Khomsa,13
767,1358-bague-rouge,A-Bague Rouge,13
768,1357-grandes-boucles-d-oreille-khomsa,A-Grandes Boucles D'Oreille Khomsa,13
769,1353-parure-bleu-vert,A-Parure Bleu Vert,13
770,1352-collier-ras-du-cou-bleu,A-Collier Ras Du Cou Bleu,13
771,1351-bracelets-ressort,A-Bracelets Ressort,13
772,1350-sautoir-chic,A-Sautoir Chic,13
773,1335-parure-mahboub,A-Parure Mahboub,13
774,1334-broche-naissance,A-Broche Naissance,13
775,1309-boucles-d-oreille-khlel,A-Boucles D'Oreille Khlel,13
776,1308-boucles-d-oreille-gouttes,A-Boucles D'Oreille Gouttes,13
777,1307-bague-rosace,A-Bague Rosace,13
778,1292-collier-mains-de-fatma,A-Collier Mains De Fatma,13
779,1291-collier-bleu-vert,A-Collier Bleu Vert,13
780,1287-boucles-d-oreille-southnorth,A-Boucles D'Oreille SouthNorth,13
781,1286-collier-triangle,A-Collier Triangle,13
782,1268-bague-agate-argent,A-Bague Agate Argent,13
4740,ovale,I-Bougie Parfumée Ovale,131
783,1267-boucles-d-oreille-topaze,A-Boucles D'Oreille Topaze,13
784,1266-collier-argent-agate,A-Collier Argent Agate,13
785,1265-bijoux-fil-de-soie,A-Bijoux Fil De Soie,13
786,1217-parure-argent-platine-perles,A-Parure Argent Platiné Perles,13
787,1216-parure-argent-et-pierre,A-Parure Argent Et Pierre,13
788,1215-collier-argent-dore-et-jaspe,A-Collier Argent Doré Et Jaspe,13
789,1213-collier-rouge,A-Collier Rouge,13
790,1212-collier-carmela,A-Collier Carmela,13
791,1198-boucles-d-oreille-berbares,A-Boucles D'Oreille Berbères,13
792,1183-bracelet-calligraphie,A-Bracelet Calligraphié,13
793,1178-collier-grenat-corail-argent,A-Collier Grenat Corail Argent,13
794,1177-chapelet-corail-argent,A-Chapelet Corail Argent,13
795,1176-collier-perle-argent,A-Collier Perle Argent,13
796,1164-collier-perles-et-cuivre,A-Collier Perles Et Cuivre,13
797,1163-chokers-gharam,A-Chokers Gharam,13
798,1156-parure-quartz-rouille,A-Parure Quartz Rouille,13
799,1155-parure-perles,A-Parure Perles,13
800,1154-bracelet-nude,A-Bracelet Nude,13
801,1139-collier-tortue-stylisee,A-Collier Tortue Stylisée,13
802,1138-collier-laine-chechias,A-Collier Laine Chechias,13
803,1130-creoles-customisees,A-Créoles Customisées,13
804,1129-collier-tricote-perle,A-Collier Tricoté Perlé,13
805,1128-collier-bouquet-fleurs,A-Collier Bouquet Fleurs,13
806,1126-collier-crochet-ras-du-cou,A-Collier Crochet Ras Du Cou,13
807,1114-pendentif-rectangulaire,A-Pendentif Rectangulaire,13
808,1113-pendentifs-ronds-en-verre,A-Pendentifs Ronds En Verre,13
809,1112-bague-verte-en-verre,A-Bague Verte En Verre,13
810,1108-collier-ethnic-chic,A-Collier Ethnic Chic,13
811,1100-collier-elephant,A-Collier Éléphant,13
812,1087-foulard-khomsa,A-Foulard Khomsa,13
813,1086-boucles-pompon,A-Boucles Pompon,13
814,1084-parure-fraise,A-Parure Fraise,13
815,1083-collier-anneaux-sfax,A-Collier Anneaux Sfax,13
816,1079-couronne-imperiale,A-Couronne Impériale,13
817,1078-couronne-delicate,A-Couronne Délicate,13
818,1073-bracelet-pompons,A-Bracelet Pompons,13
819,1057-boucles-d-oreille-argent,A-Boucles D'Oreille Argent,13
820,1056-bijoux-by-jasmino,A-Bijoux By Jasmino,13
821,1052-parure-soie-et-argent,A-Parure Soie Et Argent,13
822,1051-boucles-d-oreille-rondes,A-Boucles D'Oreille Rondes,13
823,1048-collier-choker-pompon,A-Collier Choker Pompon,13
824,1044-lunettes-bois-shili,"A-Lunettes Bois ""Shili""",13
825,1042-lunettes-en-bois-lella,"A-Lunettes En Bois ""Lella""",13
826,986-collier-rose-chic,A-Collier Rose Chic,13
827,985-collier-jade,A-Collier Jade,13
828,984-collier-rayhana,A-Collier Rayhana,13
829,982-collier-floral-perle,A-Collier Floral Perlé,13
830,981-collier-tortue,A-Collier Tortue,13
831,975-bague-trendy,A-Bague Trendy,13
832,974-colliers-enfant,A-Colliers Enfant,13
833,891-bracelet-infini,"A-Bracelet ""Infini""",13
834,890-collier-poisson-dore,A-Collier Poisson Doré,13
835,889-bracelet-cuir-ancre,A-Bracelet Cuir Ancre,13
836,877-choker-velours-swarovski,A-Choker Velours Swarovski,13
837,873-collier-pierre-mauve,A-Collier Pierre Mauve,13
838,860-pendentif-sejnene,A-Pendentif Sejnene,13
839,859-bracelet-cuir-laiton,A-Bracelet Cuir Laiton,13
840,825-bracelet-fleur,A-Bracelet Fleur,13
841,807-collier-bleu-ethno,A-Collier Bleu Ethno,13
842,806-collier-rose-ethno,A-Collier Rose Ethno,13
843,805-bracelet-filigrane,A-Bracelet Filigrané,13
844,804-pendentif-marguerite,A-Pendentif Marguerite,13
845,765-collier-khomsa-fashion,A-Collier Khomsa Fashion,13
846,764-collier-kholkhal-fashion,A-Collier Kholkhal Fashion,13
847,763-collier-khlel-fashion,A-Collier Khlel Fashion,13
848,740-collier-wardan-filigrane-argent,A-Collier Wardan Filigrane Argent,13
849,734-collier-arc-en-ciel,A-Collier Arc En Ciel,13
850,733-boucles-d-oreille-arc-en-ciel,A-Boucles D'Oreille Arc En Ciel,13
851,728-collier-ecolo,A-Collier Écolo,13
852,727-boucles-d-oreille-ecolos,A-Boucles D'Oreille Ecolos,13
853,719-bracelets-soie,A-Bracelets Soie,13
854,718-collier-soie-et-agate,A-Collier Soie Et Agate,13
855,684-collier-anneaux-perles,A-Collier Anneaux Perles,13
856,683-boucles-lapis-lazuli,A-Boucles Lapis-Lazuli,13
857,677-collier-argent-pierres,A-Collier Argent Pierres,13
858,646-collier-mahdois,A-Collier Mahdois,13
859,644-collier-brode-pierres-semi-precieuses,A-Collier Brodé Pierres Semi Précieuses,13
860,630-accessoires-dsb,A-Accessoires DSB,13
861,621-agate-et-mahbouba-mahdia,A-Agate Et Mahbouba Mahdia,13
862,619-choker-medina,A-Choker Medina,13
863,616-medaillon-fleur-bleue,A-Médaillon Fleur Bleue,13
864,612-boucles-d-oreille-petit-bonhomme,A-Boucles D'Oreille Petit Bonhomme,13
865,606-collier-natte,A-Collier Natte,13
866,602-collier-vert,A-Collier Vert,13
867,601-collier-trempe-or-et-perles,A-Collier Trempé Or Et Perles,13
868,600-boucles-d-oreille-torsade,A-Boucles D'Oreille Torsade,13
869,597-boucles-d-oreille-cuivre,A-Boucles D'Oreille Cuivre,13
870,596-bague-en-cuivre,A-Bague En Cuivre,13
871,594-collier-choker,A-Collier Choker,13
872,584-bracelets-fantaisie,A-Bracelets Fantaisie,13
873,583-parure-perle,A-Parure Perle,13
874,582-parure-rouge,A-Parure Rouge,13
875,577-pendentif-en-verre,A-Pendentif En Verre,13
876,576-boucles-d-oreille-en-verre,A-Boucles D'Oreille En Verre,13
877,575-bagues-en-verre,A-Bagues En Verre,13
878,568-collier-3-khomsas,A-Collier 3 Khomsas,13
879,567-collier-bleu-poisson,A-Collier Bleu Poisson,13
880,566-collier-kholkhal-or,A-Collier Kholkhal Or,13
881,545-boucles-d-oreilles-medaillon,A-Boucles D'Oreilles Médaillon,13
882,544-bague-poisson-or,A-Bague Poisson Or,13
883,543-collier-turquoise,A-Collier Turquoise,13
884,539-collier-argent-main-fatma,A-Collier Argent Main Fatma,13
